Date,Close
2018-01-02,79.69
2018-01-03,78.59
2018-01-04,79.85
2018-01-05,79.43
2018-01-08,79.04
2018-01-09,79.51
2018-01-10,78.86
2018-01-11,78.99
2018-01-12,78.84
2018-01-16,76.7
2018-01-17,77.92
2018-01-18,77.57
2018-01-19,79.34
2018-01-22,78.96
2018-01-23,79.7
2018-01-24,79.2
2018-01-25,78.62
2018-01-26,79.08
2018-01-29,79.96
2018-01-30,79.48
2018-01-31,78.21
2018-02-01,78.81
2018-02-02,78.62
2018-02-05,77.41
2018-02-06,78.62
2018-02-07,80.99
2018-02-08,76.67
2018-02-09,77.15
2018-02-12,76.8
2018-02-13,77.27
2018-02-14,81.22
2018-02-15,80.92
2018-02-16,81.4
2018-02-20,80.58
2018-02-21,81.16
2018-02-22,80.83
2018-02-23,81.86
2018-02-26,82.33
2018-02-27,80.46
2018-02-28,81.1
2018-03-01,81.04
2018-03-02,82.07
2018-03-05,81.13
2018-03-06,83.69
2018-03-07,81.32
2018-03-08,80.75
2018-03-09,81.0
2018-03-12,80.33
2018-03-13,79.8
2018-03-14,80.75
2018-03-15,79.61
2018-03-16,80.76
2018-03-19,80.28
2018-03-20,81.48
2018-03-21,80.7
2018-03-22,81.1
2018-03-23,79.51
2018-03-26,80.34
2018-03-27,78.71
2018-03-28,85.96
2018-03-29,89.12
2018-04-02,87.27
2018-04-03,88.67
2018-04-04,88.24
2018-04-05,91.27
2018-04-06,89.61
2018-04-09,89.64
2018-04-10,91.01
2018-04-11,91.08
2018-04-12,92.02
2018-04-13,91.71
2018-04-16,93.76
2018-04-17,94.6
2018-04-18,95.0
2018-04-19,95.29
2018-04-20,96.31
2018-04-23,96.64
2018-04-24,96.9
2018-04-25,97.85
2018-04-26,98.42
2018-04-27,99.17
2018-04-30,99.8
2018-05-01,99.7
2018-05-02,99.74
2018-05-03,99.86
2018-05-04,95.49
2018-05-07,97.17
2018-05-08,98.2
2018-05-09,98.96
2018-05-10,97.91
2018-05-11,98.54
2018-05-14,98.72
2018-05-15,98.95
2018-05-16,101.65
2018-05-17,102.0
2018-05-18,102.82
2018-05-21,103.74
2018-05-22,102.88
2018-05-23,105.27
2018-05-24,106.41
2018-05-25,106.18
2018-05-29,105.68
2018-05-30,105.63
2018-05-31,105.05
2018-06-01,122.19
2018-06-04,124.98
2018-06-05,124.05
2018-06-06,124.19
2018-06-07,122.7
2018-06-08,122.02
2018-06-11,122.37
2018-06-12,124.96
2018-06-13,125.13
2018-06-14,125.88
2018-06-15,128.37
2018-06-18,129.69
2018-06-19,128.1
2018-06-20,128.27
2018-06-21,127.71
2018-06-22,124.18
2018-06-25,124.86
2018-06-26,126.79
2018-06-27,123.88
2018-06-28,124.94
2018-06-29,124.85
2018-07-02,125.48
2018-07-03,125.23
2018-07-05,124.52
2018-07-06,128.54
2018-07-09,126.53
2018-07-10,127.38
2018-07-11,125.66
2018-07-12,125.72
2018-07-13,125.45
2018-07-16,127.26
2018-07-17,129.45
2018-07-18,128.81
2018-07-19,127.79
2018-07-20,126.45
2018-07-23,125.37
2018-07-24,122.98
2018-07-25,125.03
2018-07-26,124.49
2018-07-27,120.0
2018-07-30,118.84
2018-07-31,119.95
2018-08-01,120.55
2018-08-02,124.39
2018-08-03,126.08
2018-08-06,126.31
2018-08-07,125.58
2018-08-08,127.18
2018-08-09,128.16
2018-08-10,130.52
2018-08-13,129.94
2018-08-14,129.47
2018-08-15,126.45
2018-08-16,129.47
2018-08-17,130.19
2018-08-20,136.67
2018-08-21,135.61
2018-08-22,135.48
2018-08-23,136.2
2018-08-24,138.76
2018-08-27,138.16
2018-08-28,138.68
2018-08-29,138.7
2018-08-30,137.0
2018-08-31,154.93
2018-09-04,157.29
2018-09-05,152.74
2018-09-06,151.0
2018-09-07,150.82
2018-09-10,154.11
2018-09-11,153.23
2018-09-12,153.01
2018-09-13,154.6
2018-09-14,153.71
2018-09-17,155.38
2018-09-18,158.44
2018-09-19,155.21
2018-09-20,155.97
2018-09-21,156.99
2018-09-24,157.34
2018-09-25,158.41
2018-09-26,158.96
2018-09-27,161.24
2018-09-28,162.49
2018-10-01,161.64
2018-10-02,160.2
2018-10-03,161.52
2018-10-04,157.04
2018-10-05,153.84
2018-10-08,150.78
2018-10-09,150.25
2018-10-10,140.68
2018-10-11,140.51
2018-10-12,143.71
2018-10-15,144.46
2018-10-16,146.83
2018-10-17,143.57
2018-10-18,142.68
2018-10-19,136.77
2018-10-22,139.95
2018-10-23,137.43
2018-10-24,134.29
2018-10-25,137.22
2018-10-26,134.82
2018-10-29,135.88
2018-10-30,142.13
2018-10-31,140.73
2018-11-01,144.17
2018-11-02,142.02
2018-11-05,142.2
2018-11-06,141.13
2018-11-07,143.23
2018-11-08,142.27
2018-11-09,137.56
2018-11-12,135.42
2018-11-13,138.7
2018-11-14,140.13
2018-11-15,139.83
2018-11-16,134.53
2018-11-19,126.99
2018-11-20,121.39
2018-11-21,123.88
2018-11-23,120.86
2018-11-26,123.76
2018-11-27,122.77
2018-11-28,128.99
2018-11-29,129.46
2018-11-30,132.55
2018-12-03,139.89
2018-12-04,133.62
2018-12-06,131.44
2018-12-07,113.87
2018-12-10,115.01
2018-12-11,116.85
2018-12-12,122.65
2018-12-13,120.2
2018-12-14,119.12
2018-12-17,118.87
2018-12-18,119.2
2018-12-19,115.71
2018-12-20,115.01
2018-12-21,113.74
2018-12-24,113.26
2018-12-26,122.66
2018-12-27,123.34
2018-12-28,121.4
2018-12-31,121.61
2019-01-02,123.35
2019-01-03,124.36
2019-01-04,128.55
2019-01-07,134.1
2019-01-08,135.86
2019-01-09,136.0
2019-01-10,131.61
2019-01-11,132.16
2019-01-14,139.73
2019-01-15,141.13
2019-01-16,142.24
2019-01-17,145.14
2019-01-18,152.07
2019-01-22,149.47
2019-01-23,149.85
2019-01-24,148.43
2019-01-25,151.89
2019-01-28,149.7
2019-01-29,148.95
2019-01-30,148.61
2019-01-31,147.81
2019-02-01,146.12
2019-02-04,146.64
2019-02-05,146.89
2019-02-06,145.76
2019-02-07,147.63
2019-02-08,148.62
2019-02-11,149.79
2019-02-12,157.32
2019-02-13,155.27
2019-02-14,154.85
2019-02-15,151.09
2019-02-19,147.57
2019-02-20,148.12
2019-02-21,148.11
2019-02-22,149.26
2019-02-25,148.54
2019-02-26,150.98
2019-02-27,150.56
2019-02-28,150.42
2019-03-01,151.38
2019-03-04,147.78
2019-03-05,148.9
2019-03-06,149.09
2019-03-07,147.7
2019-03-08,142.51
2019-03-11,145.29
2019-03-12,145.79
2019-03-13,145.41
2019-03-14,144.18
2019-03-15,141.79
2019-03-18,144.33
2019-03-19,144.99
2019-03-20,144.35
2019-03-21,148.91
2019-03-22,143.21
2019-03-25,146.58
2019-03-26,143.56
2019-03-27,146.8
2019-03-28,167.54
2019-03-29,163.87
2019-04-01,165.52
2019-04-02,165.47
2019-04-03,166.21
2019-04-04,171.37
2019-04-05,169.37
2019-04-08,169.77
2019-04-09,167.52
2019-04-10,167.46
2019-04-11,168.0
2019-04-12,169.88
2019-04-15,172.01
2019-04-16,169.33
2019-04-17,171.23
2019-04-18,173.31
2019-04-22,173.02
2019-04-23,176.78
2019-04-24,178.27
2019-04-25,177.29
2019-04-26,177.09
2019-04-29,177.5
2019-04-30,176.35
2019-05-01,175.67
2019-05-02,176.55
2019-05-03,178.64
2019-05-06,177.69
2019-05-07,173.98
2019-05-08,175.17
2019-05-09,173.71
2019-05-10,173.68
2019-05-13,167.57
2019-05-14,170.68
2019-05-15,172.88
2019-05-16,176.8
2019-05-17,173.0
2019-05-20,174.15
2019-05-21,176.53
2019-05-22,175.72
2019-05-23,170.2
2019-05-24,172.78
2019-05-28,173.55
2019-05-29,161.59
2019-05-30,163.85
2019-05-31,165.59
2019-06-03,163.87
2019-06-04,169.0
2019-06-05,173.52
2019-06-06,170.38
2019-06-07,172.49
2019-06-10,171.35
2019-06-11,171.63
2019-06-12,170.89
2019-06-13,174.52
2019-06-14,176.71
2019-06-17,183.34
2019-06-18,188.03
2019-06-19,187.1
2019-06-20,186.5
2019-06-21,181.87
2019-06-24,182.64
2019-06-25,177.26
2019-06-26,177.31
2019-06-27,180.11
2019-06-28,180.21
2019-07-01,179.95
2019-07-02,180.86
2019-07-03,183.99
2019-07-05,183.21
2019-07-08,186.8
2019-07-09,186.05
2019-07-10,183.87
2019-07-11,183.07
2019-07-12,189.52
2019-07-15,189.17
2019-07-16,190.18
2019-07-17,190.38
2019-07-18,189.39
2019-07-19,187.94
2019-07-22,187.75
2019-07-23,189.07
2019-07-24,192.21
2019-07-25,191.21
2019-07-26,190.61
2019-07-29,192.09
2019-07-30,191.77
2019-07-31,191.09
2019-08-01,185.45
2019-08-02,178.93
2019-08-05,174.46
2019-08-06,179.63
2019-08-07,181.36
2019-08-08,186.35
2019-08-09,182.82
2019-08-12,178.82
2019-08-13,179.59
2019-08-14,174.68
2019-08-15,175.44
2019-08-16,177.83
2019-08-19,178.67
2019-08-20,179.67
2019-08-21,183.33
2019-08-22,183.97
2019-08-23,180.03
2019-08-26,182.35
2019-08-27,180.11
2019-08-28,182.7
2019-08-29,186.06
2019-08-30,184.67
2019-09-03,179.54
2019-09-04,180.7
2019-09-05,188.41
2019-09-06,203.14
2019-09-09,194.39
2019-09-10,193.26
2019-09-11,196.41
2019-09-12,198.73
2019-09-13,195.18
2019-09-16,193.7
2019-09-17,195.47
2019-09-18,195.36
2019-09-19,193.61
2019-09-20,189.3
2019-09-23,195.18
2019-09-24,193.85
2019-09-25,193.02
2019-09-26,191.54
2019-09-27,189.72
2019-09-30,192.53
2019-10-01,192.69
2019-10-02,189.13
2019-10-03,190.15
2019-10-04,193.12
2019-10-07,191.66
2019-10-08,191.37
2019-10-09,192.16
2019-10-10,198.13
2019-10-11,201.62
2019-10-14,203.04
2019-10-15,203.89
2019-10-16,203.08
2019-10-17,204.96
2019-10-18,207.11
2019-10-21,205.28
2019-10-22,204.4
2019-10-23,205.46
2019-10-24,206.84
2019-10-25,208.0
2019-10-28,205.97
2019-10-29,205.58
2019-10-30,205.85
2019-10-31,204.27
2019-11-01,200.69
2019-11-04,196.48
2019-11-05,194.34
2019-11-06,200.74
2019-11-07,202.82
2019-11-08,204.13
2019-11-11,207.19
2019-11-12,207.81
2019-11-13,211.11
2019-11-14,213.22
2019-11-15,215.91
2019-11-18,218.46
2019-11-19,216.88
2019-11-20,217.04
2019-11-21,216.74
