Date,Close
2018-01-02,15.03
2018-01-03,15.72
2018-01-04,15.92
2018-01-05,15.87
2018-01-08,15.98
2018-01-09,15.11
2018-01-10,15.06
2018-01-11,15.3
2018-01-12,15.12
2018-01-16,13.81
2018-01-17,13.83
2018-01-18,13.7
2018-01-19,14.21
2018-01-22,14.55
2018-01-23,14.99
2018-01-24,14.93
2018-01-25,14.57
2018-01-26,14.62
2018-01-29,14.53
2018-01-30,14.11
2018-01-31,13.86
2018-02-01,13.95
2018-02-02,13.65
2018-02-05,12.92
2018-02-06,13.1
2018-02-07,13.26
2018-02-08,13.14
2018-02-09,13.75
2018-02-12,14.23
2018-02-13,16.7
2018-02-14,17.76
2018-02-15,18.41
2018-02-16,17.36
2018-02-20,17.14
2018-02-21,17.03
2018-02-22,16.62
2018-02-23,17.02
2018-02-26,17.25
2018-02-27,16.75
2018-02-28,16.58
2018-03-01,16.14
2018-03-02,17.02
2018-03-05,17.42
2018-03-06,17.62
2018-03-07,17.38
2018-03-08,17.16
2018-03-09,17.05
2018-03-12,17.18
2018-03-13,16.56
2018-03-14,16.08
2018-03-15,15.9
2018-03-16,16.19
2018-03-19,16.15
2018-03-20,16.0
2018-03-21,15.95
2018-03-22,15.73
2018-03-23,15.78
2018-03-26,16.67
2018-03-27,16.44
2018-03-28,16.33
2018-03-29,16.35
2018-04-02,16.1
2018-04-03,16.82
2018-04-04,17.89
2018-04-05,17.47
2018-04-06,16.98
2018-04-09,16.64
2018-04-10,16.82
2018-04-11,16.74
2018-04-12,17.04
2018-04-13,16.49
2018-04-16,16.45
2018-04-17,16.35
2018-04-18,16.1
2018-04-19,16.08
2018-04-20,16.1
2018-04-23,16.73
2018-04-24,16.96
2018-04-25,16.44
2018-04-26,16.91
2018-04-27,17.83
2018-04-30,17.76
2018-05-01,18.03
2018-05-02,18.36
2018-05-03,17.37
2018-05-04,17.36
2018-05-07,17.87
2018-05-08,18.32
2018-05-09,18.29
2018-05-10,18.56
2018-05-11,18.76
2018-05-14,18.44
2018-05-15,18.88
2018-05-16,20.52
2018-05-17,20.38
2018-05-18,20.12
2018-05-21,20.11
2018-05-22,19.84
2018-05-23,20.07
2018-05-24,20.58
2018-05-25,20.85
2018-05-29,20.66
2018-05-30,21.4
2018-05-31,20.9
2018-06-01,21.36
2018-06-04,22.71
2018-06-05,23.53
2018-06-06,24.25
2018-06-07,23.57
2018-06-08,24.31
2018-06-11,24.1
2018-06-12,24.0
2018-06-13,23.62
2018-06-14,23.47
2018-06-15,23.21
2018-06-18,23.31
2018-06-19,22.62
2018-06-20,23.11
2018-06-21,22.76
2018-06-22,22.38
2018-06-25,22.31
2018-06-26,22.6
2018-06-27,22.81
2018-06-28,23.41
2018-06-29,22.48
2018-07-02,22.52
2018-07-03,22.52
2018-07-05,22.07
2018-07-06,22.26
2018-07-09,22.28
2018-07-10,22.57
2018-07-11,22.19
2018-07-12,21.91
2018-07-13,21.49
2018-07-16,21.56
2018-07-17,21.51
2018-07-18,21.81
2018-07-19,22.1
2018-07-20,21.61
2018-07-23,21.39
2018-07-24,20.61
2018-07-25,21.08
2018-07-26,22.04
2018-07-27,20.6
2018-07-30,20.11
