Date,Close
2018-01-02,13.35
2018-01-03,13.3
2018-01-04,12.95
2018-01-05,13.15
2018-01-08,12.9
2018-01-09,12.7
2018-01-10,12.75
2018-01-11,13.05
2018-01-12,13.25
2018-01-16,13.5
2018-01-17,13.3
2018-01-18,13.4
2018-01-19,13.6
2018-01-22,13.45
2018-01-23,13.6
2018-01-24,13.3
2018-01-25,13.0
2018-01-26,13.0
2018-01-29,12.95
2018-01-30,12.85
2018-01-31,12.85
2018-02-01,12.8
2018-02-02,12.3
2018-02-05,11.75
2018-02-06,11.9
2018-02-07,11.9
2018-02-08,12.0
2018-02-09,12.25
2018-02-12,12.0
2018-02-13,12.15
2018-02-14,12.05
2018-02-15,11.9
2018-02-16,11.9
2018-02-20,11.65
2018-02-21,11.9
2018-02-22,11.85
2018-02-23,11.95
2018-02-26,12.25
2018-02-27,11.85
2018-02-28,11.85
2018-03-01,11.95
2018-03-02,12.55
2018-03-05,12.6
2018-03-06,12.3
2018-03-07,13.0
2018-03-08,12.45
2018-03-09,12.6
2018-03-12,13.15
2018-03-13,13.0
2018-03-14,13.2
2018-03-15,13.15
2018-03-16,13.65
2018-03-19,13.05
2018-03-20,12.8
2018-03-21,12.7
2018-03-22,12.45
2018-03-23,12.3
2018-03-26,12.35
2018-03-27,12.9
2018-03-28,13.15
2018-03-29,13.45
2018-04-02,13.3
2018-04-03,13.5
2018-04-04,13.8
2018-04-05,13.9
2018-04-06,13.75
2018-04-09,13.7
2018-04-10,13.7
2018-04-11,13.65
2018-04-12,13.6
2018-04-13,13.65
2018-04-16,13.85
2018-04-17,14.0
2018-04-18,13.65
2018-04-19,13.45
2018-04-20,13.45
2018-04-23,15.0
2018-04-24,14.5
2018-04-25,14.65
2018-04-26,14.7
2018-04-27,14.6
2018-04-30,14.55
2018-05-01,14.85
2018-05-02,14.95
2018-05-03,14.85
2018-05-04,15.15
2018-05-07,15.5
2018-05-08,16.9
2018-05-09,16.5
2018-05-10,16.35
2018-05-11,16.2
2018-05-14,15.65
2018-05-15,15.6
2018-05-16,15.9
2018-05-17,15.7
2018-05-18,15.85
2018-05-21,15.4
2018-05-22,15.25
2018-05-23,15.45
2018-05-24,15.6
2018-05-25,15.5
2018-05-29,15.25
2018-05-30,15.2
2018-05-31,14.95
2018-06-01,15.1
2018-06-04,15.4
2018-06-05,15.7
2018-06-06,15.35
2018-06-07,15.25
2018-06-08,16.15
2018-06-11,16.6
2018-06-12,16.5
2018-06-13,16.25
2018-06-14,16.25
2018-06-15,16.3
2018-06-18,16.5
2018-06-19,16.4
2018-06-20,16.3
2018-06-21,16.2
2018-06-22,16.15
2018-06-25,15.85
2018-06-26,15.9
2018-06-27,15.85
2018-06-28,15.95
2018-06-29,15.7
2018-07-02,15.8
2018-07-03,15.3
2018-07-05,15.45
2018-07-06,15.45
2018-07-09,15.35
2018-07-10,15.0
2018-07-11,14.6
2018-07-12,14.05
2018-07-13,14.65
2018-07-16,14.3
2018-07-17,14.5
2018-07-18,14.4
2018-07-19,14.4
2018-07-20,14.6
2018-07-23,14.4
2018-07-24,14.3
2018-07-25,14.0
2018-07-26,14.25
2018-07-27,13.95
2018-07-30,13.95
2018-07-31,14.25
2018-08-01,14.1
2018-08-02,13.9
2018-08-03,14.1
2018-08-06,13.95
2018-08-07,13.8
2018-08-08,13.75
2018-08-09,13.9
2018-08-10,13.9
2018-08-13,13.8
2018-08-14,13.95
2018-08-15,13.8
2018-08-16,14.2
2018-08-17,14.75
2018-08-20,14.8
2018-08-21,14.8
2018-08-22,14.7
2018-08-23,14.6
2018-08-24,15.35
2018-08-27,14.9
2018-08-28,14.9
2018-08-29,15.0
2018-08-30,14.7
2018-08-31,14.65
2018-09-04,14.3
2018-09-05,14.5
2018-09-06,14.2
2018-09-07,14.05
2018-09-10,14.0
2018-09-11,13.9
2018-09-12,14.05
2018-09-13,14.1
2018-09-14,14.35
2018-09-17,14.25
2018-09-18,14.4
2018-09-19,14.3
2018-09-20,14.25
2018-09-21,14.25
2018-09-24,14.0
2018-09-25,14.0
2018-09-26,14.2
2018-09-27,14.25
2018-09-28,13.95
2018-10-01,13.62
2018-10-02,13.71
2018-10-03,13.61
2018-10-04,13.5
2018-10-05,13.25
2018-10-08,13.32
2018-10-09,13.29
2018-10-10,13.13
2018-10-11,13.09
2018-10-12,12.89
2018-10-15,12.9
2018-10-16,13.21
2018-10-17,13.07
2018-10-18,12.93
2018-10-19,12.99
2018-10-22,12.95
2018-10-23,13.13
2018-10-24,12.85
2018-10-25,12.93
2018-10-26,12.67
2018-10-29,13.04
2018-10-30,11.57
2018-10-31,12.23
2018-11-01,12.48
2018-11-02,12.86
2018-11-05,12.94
2018-11-06,13.09
2018-11-07,12.85
2018-11-08,12.78
2018-11-09,12.85
2018-11-12,12.69
2018-11-13,12.87
2018-11-14,12.75
2018-11-15,12.93
2018-11-16,12.95
2018-11-19,12.87
2018-11-20,12.58
2018-11-21,13.23
2018-11-23,13.47
2018-11-26,13.65
2018-11-27,13.5
2018-11-28,13.41
2018-11-29,13.29
2018-11-30,12.91
2018-12-03,12.88
2018-12-04,12.36
2018-12-06,12.01
2018-12-07,12.03
2018-12-10,12.07
2018-12-11,12.01
2018-12-12,11.8
2018-12-13,11.55
2018-12-14,11.27
2018-12-17,11.06
2018-12-18,10.95
2018-12-19,10.68
2018-12-20,10.6
2018-12-21,10.27
2018-12-24,10.32
2018-12-26,10.48
2018-12-27,10.63
2018-12-28,11.08
2018-12-31,10.9
2019-01-02,11.19
2019-01-03,10.95
2019-01-04,11.11
2019-01-07,11.19
2019-01-08,11.19
2019-01-09,11.3
2019-01-10,11.1
2019-01-11,11.15
2019-01-14,11.02
2019-01-15,11.19
2019-01-16,11.59
2019-01-17,11.79
2019-01-18,7.02
2019-01-22,6.86
2019-01-23,7.32
2019-01-24,7.63
2019-01-25,7.64
2019-01-28,7.69
2019-01-29,7.57
2019-01-30,7.63
2019-01-31,7.51
2019-02-01,7.64
2019-02-04,7.62
2019-02-05,7.53
2019-02-06,7.5
2019-02-07,7.4
2019-02-08,7.42
2019-02-11,7.68
2019-02-12,7.81
2019-02-13,8.0
2019-02-14,7.76
2019-02-15,8.15
2019-02-19,8.09
2019-02-20,8.03
2019-02-21,8.15
2019-02-22,7.97
2019-02-25,8.0
2019-02-26,6.1
2019-02-27,6.49
2019-02-28,6.53
2019-03-01,6.62
2019-03-04,6.65
2019-03-05,6.4
2019-03-06,6.13
2019-03-07,6.01
2019-03-08,6.02
2019-03-11,6.18
2019-03-12,6.08
2019-03-13,5.93
2019-03-14,5.98
2019-03-15,6.15
2019-03-18,6.22
2019-03-19,6.08
2019-03-20,6.0
2019-03-21,5.78
2019-03-22,5.59
2019-03-25,5.72
2019-03-26,5.8
2019-03-27,5.7
2019-03-28,5.67
2019-03-29,5.56
2019-04-01,5.58
2019-04-02,5.58
2019-04-03,5.67
2019-04-04,5.83
2019-04-05,5.92
2019-04-08,5.82
2019-04-09,5.71
2019-04-10,5.76
2019-04-11,5.6
2019-04-12,5.61
2019-04-15,5.63
2019-04-16,5.64
2019-04-17,5.57
2019-04-18,5.44
2019-04-22,5.37
2019-04-23,5.54
2019-04-24,5.71
2019-04-25,5.45
2019-04-26,5.41
2019-04-29,5.32
2019-04-30,5.35
2019-05-01,5.26
2019-05-02,5.4
2019-05-03,5.32
2019-05-06,5.28
2019-05-07,4.25
2019-05-08,4.15
2019-05-09,4.2
2019-05-10,4.09
2019-05-13,4.0
2019-05-14,3.91
2019-05-15,3.61
2019-05-16,3.49
2019-05-17,3.45
2019-05-20,3.24
2019-05-21,3.17
2019-05-22,3.1
2019-05-23,2.94
2019-05-24,2.98
2019-05-28,2.92
2019-05-29,2.79
2019-05-30,2.78
2019-05-31,2.69
2019-06-03,2.62
2019-06-04,2.77
2019-06-05,2.71
2019-06-06,2.51
2019-06-07,2.49
2019-06-10,2.5
2019-06-11,2.46
2019-06-12,2.42
2019-06-13,2.44
2019-06-14,2.32
2019-06-17,2.42
2019-06-18,2.44
2019-06-19,2.31
2019-06-20,2.24
2019-06-21,2.35
2019-06-24,2.3
2019-06-25,2.21
2019-06-26,2.15
2019-06-27,2.16
2019-06-28,2.21
2019-07-01,2.15
2019-07-02,2.13
2019-07-03,2.09
2019-07-05,2.06
2019-07-08,2.01
2019-07-09,1.88
2019-07-10,1.88
2019-07-11,1.75
2019-07-12,1.68
2019-07-15,1.64
2019-07-16,1.73
2019-07-17,2.35
2019-07-18,2.16
2019-07-19,2.06
2019-07-22,1.93
2019-07-23,1.86
2019-07-24,1.8
2019-07-25,1.77
2019-07-26,1.75
2019-07-29,1.79
2019-07-30,1.88
2019-07-31,1.93
2019-08-01,1.39
2019-08-02,1.46
2019-08-05,1.41
2019-08-06,1.41
2019-08-07,1.45
2019-08-08,1.46
2019-08-09,1.37
2019-08-12,1.31
2019-08-13,1.33
2019-08-14,1.25
2019-08-15,1.28
2019-08-16,1.23
2019-08-19,1.31
2019-08-20,1.25
2019-08-21,1.25
2019-08-22,1.23
2019-08-23,1.22
2019-08-26,1.25
2019-08-27,1.24
2019-08-28,1.34
2019-08-29,1.38
2019-08-30,1.39
2019-09-03,1.32
2019-09-04,1.27
2019-09-05,1.32
2019-09-06,1.48
2019-09-09,1.45
2019-09-10,1.66
2019-09-11,1.74
2019-09-12,1.65
2019-09-13,1.59
2019-09-16,1.6
2019-09-17,1.42
2019-09-18,1.41
2019-09-19,1.37
2019-09-20,1.31
2019-09-23,1.35
2019-09-24,1.43
2019-09-25,1.47
2019-09-26,1.4
2019-09-27,1.38
2019-09-30,1.35
2019-10-01,1.34
2019-10-02,1.25
2019-10-03,1.35
2019-10-04,1.33
2019-10-07,1.28
2019-10-08,1.28
2019-10-09,1.3
2019-10-10,1.31
2019-10-11,1.32
2019-10-14,1.24
